date,phc_id,patient_count,beds_occupied
2026-07-31,PHC005,73,4
2026-08-01,PHC005,64,3
2026-08-02,PHC005,49,2
2026-08-03,PHC005,90,4
2026-08-04,PHC005,61,3
2026-08-05,PHC005,72,4
2026-08-06,PHC005,67,4
2026-08-07,PHC005,62,3
2026-08-08,PHC005,65,3
2026-08-09,PHC005,50,3
2026-08-10,PHC005,92,4
2026-08-11,PHC005,70,4
2026-08-12,PHC005,72,4
2026-08-13,PHC005,69,4
2026-08-14,PHC005,68,4
2026-08-15,PHC005,69,4
2026-08-16,PHC005,39,2
2026-08-17,PHC005,74,4
2026-08-18,PHC005,67,4
2026-08-19,PHC005,65,3
2026-08-20,PHC005,68,4
2026-08-21,PHC005,69,4
2026-08-22,PHC005,77,4
2026-08-23,PHC005,48,2
2026-08-24,PHC005,97,4
2026-08-25,PHC005,66,3
2026-08-26,PHC005,72,4
2026-08-27,PHC005,63,3
2026-03-01,PHC006,43,2
2026-03-02,PHC006,63,3
2026-03-03,PHC006,56,3
2026-03-04,PHC006,57,3
2026-03-05,PHC006,57,3
2026-03-06,PHC006,60,3
2026-03-07,PHC006,62,3
2026-03-08,PHC006,41,2
2026-03-09,PHC006,64,3
2026-03-10,PHC006,60,3
2026-03-11,PHC006,62,3
2026-03-12,PHC006,58,3
2026-03-13,PHC006,60,3
2026-03-14,PHC006,59,3
2026-03-15,PHC006,39,2
2026-03-16,PHC006,74,4
2026-03-17,PHC006,61,3
2026-03-18,PHC006,64,3
2026-03-19,PHC006,51,3
2026-03-20,PHC006,56,3
2026-03-21,PHC006,60,3
2026-03-22,PHC006,42,2
2026-03-23,PHC006,82,4
2026-03-24,PHC006,67,4
2026-03-25,PHC006,69,4
2026-03-26,PHC006,69,4
2026-03-27,PHC006,58,3
2026-03-28,PHC006,54,3
2026-03-29,PHC006,44,2
2026-03-30,PHC006,72,4
2026-03-31,PHC006,62,3
2026-04-01,PHC006,61,3
2026-04-02,PHC006,62,3
2026-04-03,PHC006,62,3
2026-04-04,PHC006,62,3
2026-04-05,PHC006,42,2
2026-04-06,PHC006,79,4
2026-04-07,PHC006,65,3
2026-04-08,PHC006,67,4
2026-04-09,PHC006,62,3
2026-04-10,PHC006,64,3
2026-04-11,PHC006,57,3
2026-04-12,PHC006,42,2
2026-04-13,PHC006,92,4
2026-04-14,PHC006,62,3
2026-04-15,PHC006,64,3
2026-04-16,PHC006,64,3
2026-04-17,PHC006,60,3
2026-04-18,PHC006,57,3
2026-04-19,PHC006,48,2
2026-04-20,PHC006,84,4
2026-04-21,PHC006,63,3
2026-04-22,PHC006,65,3
2026-04-23,PHC006,70,4
2026-04-24,PHC006,58,3
2026-04-25,PHC006,61,3
2026-04-26,PHC006,35,2
2026-04-27,PHC006,74,4
2026-04-28,PHC006,56,3
2026-04-29,PHC006,61,3
2026-04-30,PHC006,59,3
2026-05-01,PHC006,70,4
2026-05-02,PHC006,61,3
2026-05-03,PHC006,43,2
2026-05-04,PHC006,77,4
2026-05-05,PHC006,59,3
2026-05-06,PHC006,71,4
2026-05-07,PHC006,60,3
2026-05-08,PHC006,62,3
2026-05-09,PHC006,61,3
2026-05-10,PHC006,42,2
2026-05-11,PHC006,72,4
2026-05-12,PHC006,63,3
2026-05-13,PHC006,66,3
2026-05-14,PHC006,48,2
2026-05-15,PHC006,61,3
2026-05-16,PHC006,55,3
2026-05-17,PHC006,43,2
2026-05-18,PHC006,81,4
2026-05-19,PHC006,60,3
2026-05-20,PHC006,59,3
2026-05-21,PHC006,65,3
2026-05-22,PHC006,55,3
2026-05-23,PHC006,73,4
2026-05-24,PHC006,48,2
2026-05-25,PHC006,78,4
2026-05-26,PHC006,60,3
2026-05-27,PHC006,56,3
2026-05-28,PHC006,54,3
2026-05-29,PHC006,53,3
2026-05-30,PHC006,59,3
2026-05-31,PHC006,38,2
2026-06-01,PHC006,73,4
2026-06-02,PHC006,59,3
2026-06-03,PHC006,47,2
2026-06-04,PHC006,54,3
2026-06-05,PHC006,58,3
2026-06-06,PHC006,58,3
2026-06-07,PHC006,46,2
2026-06-08,PHC006,77,4
2026-06-09,PHC006,53,3
2026-06-10,PHC006,61,3
2026-06-11,PHC006,55,3
2026-06-12,PHC006,54,3
2026-06-13,PHC006,58,3
2026-06-14,PHC006,42,2
2026-06-15,PHC006,77,4
2026-06-16,PHC006,60,3
2026-06-17,PHC006,53,3
2026-06-18,PHC006,47,2
2026-06-19,PHC006,55,3
2026-06-20,PHC006,51,3
2026-06-21,PHC006,41,2
2026-06-22,PHC006,66,3
2026-06-23,PHC006,54,3
2026-06-24,PHC006,50,3
2026-06-25,PHC006,57,3
2026-06-26,PHC006,60,3
2026-06-27,PHC006,57,3
2026-06-28,PHC006,34,2
2026-06-29,PHC006,65,3
2026-06-30,PHC006,59,3
2026-07-01,PHC006,52,3
2026-07-02,PHC006,53,3
2026-07-03,PHC006,50,3
2026-07-04,PHC006,53,3
2026-07-05,PHC006,35,2
2026-07-06,PHC006,65,3
2026-07-07,PHC006,55,3
2026-07-08,PHC006,52,3
2026-07-09,PHC006,52,3
2026-07-10,PHC006,51,3
2026-07-11,PHC006,56,3
2026-07-12,PHC006,35,2
2026-07-13,PHC006,68,4
2026-07-14,PHC006,50,3
2026-07-15,PHC006,53,3
2026-07-16,PHC006,59,3
2026-07-17,PHC006,55,3
2026-07-18,PHC006,42,2
2026-07-19,PHC006,35,2
2026-07-20,PHC006,61,3
2026-07-21,PHC006,55,3
2026-07-22,PHC006,50,3
2026-07-23,PHC006,59,3
2026-07-24,PHC006,47,2
2026-07-25,PHC006,56,3
2026-07-26,PHC006,37,2
2026-07-27,PHC006,62,3
2026-07-28,PHC006,53,3
2026-07-29,PHC006,54,3
2026-07-30,PHC006,55,3
2026-07-31,PHC006,53,3
2026-08-01,PHC006,55,3
2026-08-02,PHC006,40,2
2026-08-03,PHC006,75,4
2026-08-04,PHC006,57,3
2026-08-05,PHC006,46,2
2026-08-06,PHC006,48,2
2026-08-07,PHC006,55,3
2026-08-08,PHC006,62,3
2026-08-09,PHC006,38,2
2026-08-10,PHC006,67,4
2026-08-11,PHC006,60,3
2026-08-12,PHC006,63,3
2026-08-13,PHC006,55,3
2026-08-14,PHC006,56,3
2026-08-15,PHC006,58,3
2026-08-16,PHC006,41,2
2026-08-17,PHC006,69,4
2026-08-18,PHC006,55,3
2026-08-19,PHC006,50,3
2026-08-20,PHC006,52,3
2026-08-21,PHC006,55,3
2026-08-22,PHC006,51,3
2026-08-23,PHC006,39,2
2026-08-24,PHC006,88,4
2026-08-25,PHC006,57,3
2026-08-26,PHC006,59,3
2026-08-27,PHC006,63,3
2026-03-01,PHC007,42,2
2026-03-02,PHC007,68,4
2026-03-03,PHC007,59,3
2026-03-04,PHC007,59,3
2026-03-05,PHC007,68,4
2026-03-06,PHC007,62,3
2026-03-07,PHC007,69,4
2026-03-08,PHC007,47,2
2026-03-09,PHC007,77,4
2026-03-10,PHC007,61,3
2026-03-11,PHC007,57,3
2026-03-12,PHC007,61,3
2026-03-13,PHC007,63,3
2026-03-14,PHC007,59,3
2026-03-15,PHC007,42,2
2026-03-16,PHC007,80,4
2026-03-17,PHC007,60,3
2026-03-18,PHC007,59,3
2026-03-19,PHC007,68,4
2026-03-20,PHC007,63,3
2026-03-21,PHC007,58,3
2026-03-22,PHC007,42,2
2026-03-23,PHC007,88,4
2026-03-24,PHC007,61,3
2026-03-25,PHC007,62,3
2026-03-26,PHC007,76,4
2026-03-27,PHC007,62,3
2026-03-28,PHC007,61,3
2026-03-29,PHC007,48,2
2026-03-30,PHC007,78,4
2026-03-31,PHC007,70,4
2026-04-01,PHC007,55,3
2026-04-02,PHC007,76,4
2026-04-03,PHC007,73,4
2026-04-04,PHC007,67,4
2026-04-05,PHC007,43,2
2026-04-06,PHC007,82,4
2026-04-07,PHC007,67,4
2026-04-08,PHC007,70,4
2026-04-09,PHC007,61,3
2026-04-10,PHC007,57,3
2026-04-11,PHC007,67,4
2026-04-12,PHC007,52,3
2026-04-13,PHC007,79,4
2026-04-14,PHC007,69,4
2026-04-15,PHC007,69,4
2026-04-16,PHC007,59,3
2026-04-17,PHC007,60,3
2026-04-18,PHC007,59,3
2026-04-19,PHC007,49,2
2026-04-20,PHC007,76,4
2026-04-21,PHC007,56,3
2026-04-22,PHC007,71,4
2026-04-23,PHC007,66,3
2026-04-24,PHC007,67,4
2026-04-25,PHC007,61,3
2026-04-26,PHC007,47,2
2026-04-27,PHC007,76,4
2026-04-28,PHC007,69,4
2026-04-29,PHC007,67,4
2026-04-30,PHC007,69,4
2026-05-01,PHC007,72,4
2026-05-02,PHC007,66,3
2026-05-03,PHC007,46,2
2026-05-04,PHC007,83,4
2026-05-05,PHC007,62,3
2026-05-06,PHC007,63,3
2026-05-07,PHC007,65,3
2026-05-08,PHC007,67,4
2026-05-09,PHC007,64,3
2026-05-10,PHC007,38,2
2026-05-11,PHC007,83,4
2026-05-12,PHC007,67,4
2026-05-13,PHC007,65,3
2026-05-14,PHC007,59,3
2026-05-15,PHC007,65,3
2026-05-16,PHC007,54,3
2026-05-17,PHC007,101,4
2026-05-18,PHC007,193,4
2026-05-19,PHC007,133,4
2026-05-20,PHC007,119,4
2026-05-21,PHC007,133,4
2026-05-22,PHC007,139,4
2026-05-23,PHC007,131,4
2026-05-24,PHC007,86,4
2026-05-25,PHC007,182,4
2026-05-26,PHC007,133,4
2026-05-27,PHC007,138,4
2026-05-28,PHC007,64,3
2026-05-29,PHC007,61,3
2026-05-30,PHC007,65,3
2026-05-31,PHC007,44,2
2026-06-01,PHC007,68,4
2026-06-02,PHC007,58,3
2026-06-03,PHC007,54,3
2026-06-04,PHC007,60,3
2026-06-05,PHC007,51,3
2026-06-06,PHC007,58,3
2026-06-07,PHC007,43,2
2026-06-08,PHC007,70,4
2026-06-09,PHC007,56,3
2026-06-10,PHC007,51,3
2026-06-11,PHC007,64,3
2026-06-12,PHC007,62,3
2026-06-13,PHC007,59,3
2026-06-14,PHC007,33,1
2026-06-15,PHC007,70,4
2026-06-16,PHC007,51,3
2026-06-17,PHC007,55,3
2026-06-18,PHC007,54,3
2026-06-19,PHC007,49,2
2026-06-20,PHC007,62,3
2026-06-21,PHC007,41,2
2026-06-22,PHC007,74,4
2026-06-23,PHC007,60,3
2026-06-24,PHC007,51,3
2026-06-25,PHC007,55,3
2026-06-26,PHC007,51,3
2026-06-27,PHC007,56,3
2026-06-28,PHC007,41,2
2026-06-29,PHC007,64,3
2026-06-30,PHC007,55,3
2026-07-01,PHC007,60,3
2026-07-02,PHC007,55,3
2026-07-03,PHC007,52,3
2026-07-04,PHC007,49,2
2026-07-05,PHC007,35,2
2026-07-06,PHC007,68,4
2026-07-07,PHC007,48,2
2026-07-08,PHC007,46,2
2026-07-09,PHC007,56,3
2026-07-10,PHC007,62,3
2026-07-11,PHC007,54,3
2026-07-12,PHC007,38,2
2026-07-13,PHC007,60,3
2026-07-14,PHC007,55,3
2026-07-15,PHC007,45,2
2026-07-16,PHC007,49,2
2026-07-17,PHC007,54,3
2026-07-18,PHC007,54,3
2026-07-19,PHC007,32,1
2026-07-20,PHC007,76,4
2026-07-21,PHC007,49,2
2026-07-22,PHC007,62,3
2026-07-23,PHC007,47,2
2026-07-24,PHC007,57,3
2026-07-25,PHC007,60,3
2026-07-26,PHC007,38,2
2026-07-27,PHC007,61,3
2026-07-28,PHC007,62,3
2026-07-29,PHC007,54,3
2026-07-30,PHC007,57,3
2026-07-31,PHC007,59,3
2026-08-01,PHC007,46,2
2026-08-02,PHC007,34,2
2026-08-03,PHC007,61,3
2026-08-04,PHC007,53,3
2026-08-05,PHC007,55,3
2026-08-06,PHC007,55,3
2026-08-07,PHC007,59,3
2026-08-08,PHC007,56,3
2026-08-09,PHC007,34,2
2026-08-10,PHC007,71,4
2026-08-11,PHC007,53,3
2026-08-12,PHC007,57,3
2026-08-13,PHC007,49,2
2026-08-14,PHC007,54,3
2026-08-15,PHC007,61,3
2026-08-16,PHC007,44,2
2026-08-17,PHC007,67,4
2026-08-18,PHC007,62,3
2026-08-19,PHC007,55,3
2026-08-20,PHC007,57,3
2026-08-21,PHC007,56,3
2026-08-22,PHC007,62,3
2026-08-23,PHC007,33,1
2026-08-24,PHC007,61,3
2026-08-25,PHC007,63,3
2026-08-26,PHC007,55,3
2026-08-27,PHC007,63,3
2026-03-01,PHC008,45,2
2026-03-02,PHC008,98,5
2026-03-03,PHC008,75,4
2026-03-04,PHC008,76,4
2026-03-05,PHC008,69,4
2026-03-06,PHC008,66,3
2026-03-07,PHC008,70,4
2026-03-08,PHC008,44,2
2026-03-09,PHC008,88,5
2026-03-10,PHC008,63,3
2026-03-11,PHC008,76,4
2026-03-12,PHC008,85,5
2026-03-13,PHC008,78,4
2026-03-14,PHC008,77,4
2026-03-15,PHC008,48,2
2026-03-16,PHC008,86,5
2026-03-17,PHC008,74,4
2026-03-18,PHC008,75,4
2026-03-19,PHC008,75,4
2026-03-20,PHC008,85,5
2026-03-21,PHC008,73,4
2026-03-22,PHC008,47,2
2026-03-23,PHC008,90,5
2026-03-24,PHC008,82,4
2026-03-25,PHC008,85,5
2026-03-26,PHC008,74,4
2026-03-27,PHC008,81,4
2026-03-28,PHC008,75,4
2026-03-29,PHC008,53,3
2026-03-30,PHC008,103,6
2026-03-31,PHC008,76,4
2026-04-01,PHC008,72,4
2026-04-02,PHC008,80,4
2026-04-03,PHC008,81,4
2026-04-04,PHC008,87,5
2026-04-05,PHC008,57,3
2026-04-06,PHC008,96,5
2026-04-07,PHC008,70,4
2026-04-08,PHC008,82,4
2026-04-09,PHC008,78,4
2026-04-10,PHC008,73,4
2026-04-11,PHC008,80,4
2026-04-12,PHC008,53,3
2026-04-13,PHC008,98,5
2026-04-14,PHC008,79,4
2026-04-15,PHC008,77,4
2026-04-16,PHC008,81,4
2026-04-17,PHC008,79,4
2026-04-18,PHC008,75,4
2026-04-19,PHC008,56,3
2026-04-20,PHC008,84,5
2026-04-21,PHC008,74,4
2026-04-22,PHC008,84,5
2026-04-23,PHC008,77,4
2026-04-24,PHC008,73,4
2026-04-25,PHC008,74,4
2026-04-26,PHC008,54,3
2026-04-27,PHC008,101,6
2026-04-28,PHC008,79,4
2026-04-29,PHC008,74,4
2026-04-30,PHC008,76,4
2026-05-01,PHC008,80,4
2026-05-02,PHC008,74,4
2026-05-03,PHC008,50,3
2026-05-04,PHC008,102,6
2026-05-05,PHC008,88,5
2026-05-06,PHC008,65,3
2026-05-07,PHC008,87,5
2026-05-08,PHC008,83,4
2026-05-09,PHC008,79,4
2026-05-10,PHC008,52,3
2026-05-11,PHC008,103,6
2026-05-12,PHC008,81,4
2026-05-13,PHC008,77,4
2026-05-14,PHC008,79,4
2026-05-15,PHC008,72,4
2026-05-16,PHC008,76,4
2026-05-17,PHC008,51,3
2026-05-18,PHC008,103,6
2026-05-19,PHC008,76,4
2026-05-20,PHC008,81,4
2026-05-21,PHC008,71,4
2026-05-22,PHC008,60,3
2026-05-23,PHC008,72,4
2026-05-24,PHC008,53,3
2026-05-25,PHC008,88,5
2026-05-26,PHC008,73,4
2026-05-27,PHC008,63,3
2026-05-28,PHC008,66,3
2026-05-29,PHC008,75,4
2026-05-30,PHC008,55,3
2026-05-31,PHC008,39,2
2026-06-01,PHC008,83,4
2026-06-02,PHC008,65,3
2026-06-03,PHC008,77,4
2026-06-04,PHC008,75,4
2026-06-05,PHC008,76,4
2026-06-06,PHC008,72,4
2026-06-07,PHC008,45,2
2026-06-08,PHC008,85,5
2026-06-09,PHC008,72,4
2026-06-10,PHC008,59,3
2026-06-11,PHC008,77,4
2026-06-12,PHC008,60,3
2026-06-13,PHC008,72,4
2026-06-14,PHC008,43,2
2026-06-15,PHC008,83,4
2026-06-16,PHC008,65,3
2026-06-17,PHC008,63,3
2026-06-18,PHC008,66,3
2026-06-19,PHC008,56,3
2026-06-20,PHC008,77,4
2026-06-21,PHC008,45,2
2026-06-22,PHC008,90,5
2026-06-23,PHC008,73,4
2026-06-24,PHC008,64,3
2026-06-25,PHC008,68,4
2026-06-26,PHC008,61,3
2026-06-27,PHC008,55,3
2026-06-28,PHC008,47,2
2026-06-29,PHC008,80,4
2026-06-30,PHC008,64,3
2026-07-01,PHC008,65,3
2026-07-02,PHC008,64,3
2026-07-03,PHC008,64,3
2026-07-04,PHC008,61,3
2026-07-05,PHC008,44,2
2026-07-06,PHC008,88,5
2026-07-07,PHC008,64,3
2026-07-08,PHC008,68,4
2026-07-09,PHC008,62,3
2026-07-10,PHC008,68,4
2026-07-11,PHC008,69,4
2026-07-12,PHC008,41,2
2026-07-13,PHC008,90,5
2026-07-14,PHC008,61,3
2026-07-15,PHC008,66,3
2026-07-16,PHC008,64,3
2026-07-17,PHC008,56,3
2026-07-18,PHC008,55,3
2026-07-19,PHC008,39,2
2026-07-20,PHC008,81,4
2026-07-21,PHC008,57,3
2026-07-22,PHC008,64,3
2026-07-23,PHC008,54,3
2026-07-24,PHC008,60,3
2026-07-25,PHC008,123,6
2026-07-26,PHC008,87,6
2026-07-27,PHC008,184,6
2026-07-28,PHC008,157,6
2026-07-29,PHC008,145,6
2026-07-30,PHC008,153,6
2026-07-31,PHC008,138,6
2026-08-01,PHC008,154,6
2026-08-02,PHC008,40,2
2026-08-03,PHC008,161,6
2026-08-04,PHC008,149,6
2026-08-05,PHC008,149,6
2026-08-06,PHC008,142,6
2026-08-07,PHC008,161,6
2026-08-08,PHC008,160,6
2026-08-09,PHC008,46,2
2026-08-10,PHC008,78,4
2026-08-11,PHC008,59,3
2026-08-12,PHC008,58,3
2026-08-13,PHC008,69,4
2026-08-14,PHC008,65,3
2026-08-15,PHC008,62,3
2026-08-16,PHC008,43,2
2026-08-17,PHC008,90,5
2026-08-18,PHC008,55,3
2026-08-19,PHC008,64,3
2026-08-20,PHC008,78,4
2026-08-21,PHC008,70,4
2026-08-22,PHC008,62,3
2026-08-23,PHC008,47,2
2026-08-24,PHC008,80,4
2026-08-25,PHC008,68,4
2026-08-26,PHC008,74,4
2026-08-27,PHC008,63,3
2026-03-01,PHC009,58,3
2026-03-02,PHC009,103,6
2026-03-03,PHC009,89,5
2026-03-04,PHC009,97,5
2026-03-05,PHC009,100,6
2026-03-06,PHC009,94,5
2026-03-07,PHC009,76,4
2026-03-08,PHC009,61,3
2026-03-09,PHC009,111,6
2026-03-10,PHC009,88,5
2026-03-11,PHC009,90,5
2026-03-12,PHC009,78,4
2026-03-13,PHC009,82,4
2026-03-14,PHC009,90,5
2026-03-15,PHC009,59,3
2026-03-16,PHC009,123,6
2026-03-17,PHC009,96,5
2026-03-18,PHC009,90,5
2026-03-19,PHC009,83,4
2026-03-20,PHC009,83,4
2026-03-21,PHC009,90,5
2026-03-22,PHC009,67,4
2026-03-23,PHC009,112,6
2026-03-24,PHC009,82,4
2026-03-25,PHC009,86,5
2026-03-26,PHC009,83,4
2026-03-27,PHC009,97,5
2026-03-28,PHC009,92,5
2026-03-29,PHC009,62,3
2026-03-30,PHC009,114,6
2026-03-31,PHC009,88,5
2026-04-01,PHC009,88,5
2026-04-02,PHC009,79,4
2026-04-03,PHC009,87,5
2026-04-04,PHC009,92,5
2026-04-05,PHC009,68,4
2026-04-06,PHC009,115,6
2026-04-07,PHC009,87,5
2026-04-08,PHC009,101,6
2026-04-09,PHC009,103,6
2026-04-10,PHC009,85,5
2026-04-11,PHC009,82,4
2026-04-12,PHC009,65,3
2026-04-13,PHC009,115,6
2026-04-14,PHC009,82,4
2026-04-15,PHC009,96,5
2026-04-16,PHC009,82,4
2026-04-17,PHC009,98,5
2026-04-18,PHC009,96,5
2026-04-19,PHC009,67,4
2026-04-20,PHC009,119,6
2026-04-21,PHC009,90,5
2026-04-22,PHC009,93,5
2026-04-23,PHC009,88,5
2026-04-24,PHC009,97,5
2026-04-25,PHC009,96,5
2026-04-26,PHC009,60,3
2026-04-27,PHC009,112,6
2026-04-28,PHC009,90,5
2026-04-29,PHC009,98,5
2026-04-30,PHC009,87,5
2026-05-01,PHC009,98,5
2026-05-02,PHC009,97,5
2026-05-03,PHC009,59,3
2026-05-04,PHC009,130,6
2026-05-05,PHC009,97,5
2026-05-06,PHC009,90,5
2026-05-07,PHC009,103,6
2026-05-08,PHC009,95,5
2026-05-09,PHC009,87,5
2026-05-10,PHC009,67,4
2026-05-11,PHC009,116,6
2026-05-12,PHC009,76,4
2026-05-13,PHC009,75,4
2026-05-14,PHC009,99,5
2026-05-15,PHC009,92,5
2026-05-16,PHC009,79,4
2026-05-17,PHC009,64,3
2026-05-18,PHC009,108,6
2026-05-19,PHC009,94,5
2026-05-20,PHC009,89,5
2026-05-21,PHC009,95,5
2026-05-22,PHC009,93,5
2026-05-23,PHC009,88,5
2026-05-24,PHC009,66,3
2026-05-25,PHC009,112,6
2026-05-26,PHC009,85,5
2026-05-27,PHC009,91,5
2026-05-28,PHC009,86,5
2026-05-29,PHC009,79,4
2026-05-30,PHC009,79,4
2026-05-31,PHC009,59,3
2026-06-01,PHC009,102,6
2026-06-02,PHC009,67,4
2026-06-03,PHC009,86,5
2026-06-04,PHC009,80,4
2026-06-05,PHC009,85,5
2026-06-06,PHC009,91,5
2026-06-07,PHC009,54,3
2026-06-08,PHC009,106,6
2026-06-09,PHC009,80,4
2026-06-10,PHC009,84,5
2026-06-11,PHC009,74,4
2026-06-12,PHC009,82,4
2026-06-13,PHC009,82,4
2026-06-14,PHC009,48,2
2026-06-15,PHC009,195,6
2026-06-16,PHC009,168,6
2026-06-17,PHC009,186,6
2026-06-18,PHC009,185,6
2026-06-19,PHC009,159,6
2026-06-20,PHC009,151,6
2026-06-21,PHC009,60,3
2026-06-22,PHC009,86,5
2026-06-23,PHC009,73,4
2026-06-24,PHC009,76,4
2026-06-25,PHC009,84,5
2026-06-26,PHC009,77,4
2026-06-27,PHC009,69,4
2026-06-28,PHC009,52,3
2026-06-29,PHC009,94,5
2026-06-30,PHC009,89,5
2026-07-01,PHC009,90,5
2026-07-02,PHC009,81,4
2026-07-03,PHC009,78,4
2026-07-04,PHC009,71,4
2026-07-05,PHC009,43,2
2026-07-06,PHC009,93,5
2026-07-07,PHC009,71,4
2026-07-08,PHC009,79,4
2026-07-09,PHC009,68,4
2026-07-10,PHC009,81,4
2026-07-11,PHC009,82,4
2026-07-12,PHC009,51,3
2026-07-13,PHC009,97,5
2026-07-14,PHC009,66,3
2026-07-15,PHC009,69,4
2026-07-16,PHC009,66,3
2026-07-17,PHC009,80,4
2026-07-18,PHC009,83,4
2026-07-19,PHC009,51,3
2026-07-20,PHC009,85,5
2026-07-21,PHC009,83,4
2026-07-22,PHC009,69,4
2026-07-23,PHC009,82,4
2026-07-24,PHC009,81,4
2026-07-25,PHC009,75,4
2026-07-26,PHC009,54,3
2026-07-27,PHC009,82,4
2026-07-28,PHC009,81,4
2026-07-29,PHC009,83,4
2026-07-30,PHC009,72,4
2026-07-31,PHC009,82,4
2026-08-01,PHC009,79,4
2026-08-02,PHC009,58,3
2026-08-03,PHC009,101,6
2026-08-04,PHC009,71,4
2026-08-05,PHC009,88,5
2026-08-06,PHC009,74,4
2026-08-07,PHC009,68,4
2026-08-08,PHC009,83,4
2026-08-09,PHC009,57,3
2026-08-10,PHC009,104,6
2026-08-11,PHC009,81,4
2026-08-12,PHC009,89,5
2026-08-13,PHC009,82,4
2026-08-14,PHC009,78,4
2026-08-15,PHC009,90,5
2026-08-16,PHC009,55,3
2026-08-17,PHC009,102,6
2026-08-18,PHC009,78,4
2026-08-19,PHC009,70,4
2026-08-20,PHC009,83,4
2026-08-21,PHC009,86,5
2026-08-22,PHC009,82,4
2026-08-23,PHC009,55,3
2026-08-24,PHC009,93,5
2026-08-25,PHC009,94,5
2026-08-26,PHC009,82,4
2026-08-27,PHC009,97,5
2026-03-01,PHC010,61,3
2026-03-02,PHC010,120,6
2026-03-03,PHC010,98,5
2026-03-04,PHC010,72,4
2026-03-05,PHC010,97,5
2026-03-06,PHC010,95,5
2026-03-07,PHC010,100,6
2026-03-08,PHC010,62,3
2026-03-09,PHC010,129,6
2026-03-10,PHC010,90,5
2026-03-11,PHC010,86,5
2026-03-12,PHC010,87,5
2026-03-13,PHC010,98,5
2026-03-14,PHC010,99,5
2026-03-15,PHC010,61,3
2026-03-16,PHC010,122,6
2026-03-17,PHC010,76,4
2026-03-18,PHC010,109,6
2026-03-19,PHC010,92,5
2026-03-20,PHC010,87,5
2026-03-21,PHC010,109,6
2026-03-22,PHC010,67,4
2026-03-23,PHC010,119,6
2026-03-24,PHC010,106,6
2026-03-25,PHC010,100,6
2026-03-26,PHC010,99,5
2026-03-27,PHC010,98,5
2026-03-28,PHC010,85,5
2026-03-29,PHC010,64,3
2026-03-30,PHC010,137,6
2026-03-31,PHC010,96,5
2026-04-01,PHC010,82,4
2026-04-02,PHC010,82,4
2026-04-03,PHC010,97,5
2026-04-04,PHC010,90,5
2026-04-05,PHC010,70,4
2026-04-06,PHC010,112,6
2026-04-07,PHC010,112,6
2026-04-08,PHC010,90,5
2026-04-09,PHC010,109,6
2026-04-10,PHC010,110,6
2026-04-11,PHC010,100,6
2026-04-12,PHC010,68,4
2026-04-13,PHC010,104,6
2026-04-14,PHC010,97,5
2026-04-15,PHC010,95,5
2026-04-16,PHC010,93,5
2026-04-17,PHC010,92,5
2026-04-18,PHC010,92,5
2026-04-19,PHC010,67,4
2026-04-20,PHC010,125,6
2026-04-21,PHC010,95,5
2026-04-22,PHC010,108,6
2026-04-23,PHC010,111,6
2026-04-24,PHC010,95,5
2026-04-25,PHC010,101,6
2026-04-26,PHC010,73,4
2026-04-27,PHC010,127,6
2026-04-28,PHC010,100,6
2026-04-29,PHC010,94,5
2026-04-30,PHC010,96,5
2026-05-01,PHC010,99,5
2026-05-02,PHC010,89,5
2026-05-03,PHC010,65,3
2026-05-04,PHC010,106,6
2026-05-05,PHC010,111,6
2026-05-06,PHC010,100,6
2026-05-07,PHC010,107,6
2026-05-08,PHC010,90,5
2026-05-09,PHC010,96,5
2026-05-10,PHC010,68,4
2026-05-11,PHC010,117,6
2026-05-12,PHC010,99,5
2026-05-13,PHC010,99,5
2026-05-14,PHC010,98,5
2026-05-15,PHC010,95,5
2026-05-16,PHC010,86,5
2026-05-17,PHC010,65,3
2026-05-18,PHC010,118,6
2026-05-19,PHC010,91,5
2026-05-20,PHC010,102,6
2026-05-21,PHC010,86,5
2026-05-22,PHC010,94,5
2026-05-23,PHC010,91,5
2026-05-24,PHC010,64,3
2026-05-25,PHC010,117,6
2026-05-26,PHC010,75,4
2026-05-27,PHC010,89,5
2026-05-28,PHC010,85,5
2026-05-29,PHC010,93,5
2026-05-30,PHC010,97,5
2026-05-31,PHC010,62,3
2026-06-01,PHC010,114,6
2026-06-02,PHC010,92,5
2026-06-03,PHC010,86,5
2026-06-04,PHC010,92,5
2026-06-05,PHC010,86,5
2026-06-06,PHC010,97,5
2026-06-07,PHC010,61,3
2026-06-08,PHC010,112,6
2026-06-09,PHC010,94,5
2026-06-10,PHC010,83,4
2026-06-11,PHC010,91,5
2026-06-12,PHC010,81,4
2026-06-13,PHC010,84,5
2026-06-14,PHC010,68,4
2026-06-15,PHC010,107,6
2026-06-16,PHC010,90,5
2026-06-17,PHC010,84,5
2026-06-18,PHC010,72,4
2026-06-19,PHC010,92,5
2026-06-20,PHC010,98,5
2026-06-21,PHC010,60,3
2026-06-22,PHC010,113,6
2026-06-23,PHC010,85,5
2026-06-24,PHC010,77,4
2026-06-25,PHC010,76,4
2026-06-26,PHC010,97,5
2026-06-27,PHC010,78,4
2026-06-28,PHC010,44,2
2026-06-29,PHC010,115,6
2026-06-30,PHC010,74,4
2026-07-01,PHC010,89,5
2026-07-02,PHC010,86,5
2026-07-03,PHC010,84,5
