date,phc_id,medicine_id,stock,minimum_stock,maximum_stock
2026-06-20,PHC006,MED005,93,43,304
2026-06-21,PHC006,MED005,86,43,304
2026-06-22,PHC006,MED005,77,43,304
2026-06-23,PHC006,MED005,69,43,304
2026-06-24,PHC006,MED005,64,43,304
2026-06-25,PHC006,MED005,57,43,304
2026-06-26,PHC006,MED005,48,43,304
2026-06-27,PHC006,MED005,40,43,304
2026-06-28,PHC006,MED005,37,43,304
2026-06-29,PHC006,MED005,30,43,304
2026-06-30,PHC006,MED005,285,43,304
2026-07-01,PHC006,MED005,277,43,304
2026-07-02,PHC006,MED005,268,43,304
2026-07-03,PHC006,MED005,263,43,304
2026-07-04,PHC006,MED005,256,43,304
2026-07-05,PHC006,MED005,252,43,304
2026-07-06,PHC006,MED005,245,43,304
2026-07-07,PHC006,MED005,237,43,304
2026-07-08,PHC006,MED005,229,43,304
2026-07-09,PHC006,MED005,221,43,304
2026-07-10,PHC006,MED005,213,43,304
2026-07-11,PHC006,MED005,206,43,304
2026-07-12,PHC006,MED005,202,43,304
2026-07-13,PHC006,MED005,193,43,304
2026-07-14,PHC006,MED005,185,43,304
2026-07-15,PHC006,MED005,176,43,304
2026-07-16,PHC006,MED005,169,43,304
2026-07-17,PHC006,MED005,163,43,304
2026-07-18,PHC006,MED005,158,43,304
2026-07-19,PHC006,MED005,154,43,304
2026-07-20,PHC006,MED005,145,43,304
2026-07-21,PHC006,MED005,136,43,304
2026-07-22,PHC006,MED005,130,43,304
2026-07-23,PHC006,MED005,121,43,304
2026-07-24,PHC006,MED005,114,43,304
2026-07-25,PHC006,MED005,104,43,304
2026-07-26,PHC006,MED005,98,43,304
2026-07-27,PHC006,MED005,88,43,304
2026-07-28,PHC006,MED005,80,43,304
2026-07-29,PHC006,MED005,72,43,304
2026-07-30,PHC006,MED005,64,43,304
2026-07-31,PHC006,MED005,56,43,304
2026-08-01,PHC006,MED005,48,43,304
2026-08-02,PHC006,MED005,42,43,304
2026-08-03,PHC006,MED005,32,43,304
2026-08-04,PHC006,MED005,24,43,304
2026-08-05,PHC006,MED005,281,43,304
2026-08-06,PHC006,MED005,274,43,304
2026-08-07,PHC006,MED005,265,43,304
2026-08-08,PHC006,MED005,257,43,304
2026-08-09,PHC006,MED005,251,43,304
2026-08-10,PHC006,MED005,243,43,304
2026-08-11,PHC006,MED005,232,43,304
2026-08-12,PHC006,MED005,224,43,304
2026-08-13,PHC006,MED005,216,43,304
2026-08-14,PHC006,MED005,207,43,304
2026-08-15,PHC006,MED005,198,43,304
2026-08-16,PHC006,MED005,192,43,304
2026-08-17,PHC006,MED005,183,43,304
2026-08-18,PHC006,MED005,175,43,304
2026-08-19,PHC006,MED005,168,43,304
2026-08-20,PHC006,MED005,163,43,304
2026-08-21,PHC006,MED005,154,43,304
2026-08-22,PHC006,MED005,146,43,304
2026-08-23,PHC006,MED005,141,43,304
2026-08-24,PHC006,MED005,131,43,304
2026-08-25,PHC006,MED005,121,43,304
2026-08-26,PHC006,MED005,113,43,304
2026-08-27,PHC006,MED005,105,43,304
2026-03-01,PHC006,MED006,213,52,365
2026-03-02,PHC006,MED006,201,52,365
2026-03-03,PHC006,MED006,193,52,365
2026-03-04,PHC006,MED006,185,52,365
2026-03-05,PHC006,MED006,174,52,365
2026-03-06,PHC006,MED006,164,52,365
2026-03-07,PHC006,MED006,155,52,365
2026-03-08,PHC006,MED006,149,52,365
2026-03-09,PHC006,MED006,138,52,365
2026-03-10,PHC006,MED006,128,52,365
2026-03-11,PHC006,MED006,117,52,365
2026-03-12,PHC006,MED006,108,52,365
2026-03-13,PHC006,MED006,97,52,365
2026-03-14,PHC006,MED006,86,52,365
2026-03-15,PHC006,MED006,79,52,365
2026-03-16,PHC006,MED006,66,52,365
2026-03-17,PHC006,MED006,57,52,365
2026-03-18,PHC006,MED006,48,52,365
2026-03-19,PHC006,MED006,40,52,365
2026-03-20,PHC006,MED006,31,52,365
2026-03-21,PHC006,MED006,19,52,365
2026-03-22,PHC006,MED006,11,52,365
2026-03-23,PHC006,MED006,0,52,365
2026-03-24,PHC006,MED006,0,52,365
2026-03-25,PHC006,MED006,302,52,365
2026-03-26,PHC006,MED006,291,52,365
2026-03-27,PHC006,MED006,282,52,365
2026-03-28,PHC006,MED006,274,52,365
2026-03-29,PHC006,MED006,265,52,365
2026-03-30,PHC006,MED006,253,52,365
2026-03-31,PHC006,MED006,244,52,365
2026-04-01,PHC006,MED006,233,52,365
2026-04-02,PHC006,MED006,222,52,365
2026-04-03,PHC006,MED006,213,52,365
2026-04-04,PHC006,MED006,202,52,365
2026-04-05,PHC006,MED006,197,52,365
2026-04-06,PHC006,MED006,185,52,365
2026-04-07,PHC006,MED006,171,52,365
2026-04-08,PHC006,MED006,161,52,365
2026-04-09,PHC006,MED006,151,52,365
2026-04-10,PHC006,MED006,143,52,365
2026-04-11,PHC006,MED006,133,52,365
2026-04-12,PHC006,MED006,125,52,365
2026-04-13,PHC006,MED006,110,52,365
2026-04-14,PHC006,MED006,100,52,365
2026-04-15,PHC006,MED006,88,52,365
2026-04-16,PHC006,MED006,75,52,365
2026-04-17,PHC006,MED006,65,52,365
2026-04-18,PHC006,MED006,54,52,365
2026-04-19,PHC006,MED006,45,52,365
2026-04-20,PHC006,MED006,34,52,365
2026-04-21,PHC006,MED006,21,52,365
2026-04-22,PHC006,MED006,7,52,365
2026-04-23,PHC006,MED006,0,52,365
2026-04-24,PHC006,MED006,0,52,365
2026-04-25,PHC006,MED006,0,52,365
2026-04-26,PHC006,MED006,315,52,365
2026-04-27,PHC006,MED006,300,52,365
2026-04-28,PHC006,MED006,291,52,365
2026-04-29,PHC006,MED006,281,52,365
2026-04-30,PHC006,MED006,269,52,365
2026-05-01,PHC006,MED006,259,52,365
2026-05-02,PHC006,MED006,249,52,365
2026-05-03,PHC006,MED006,240,52,365
2026-05-04,PHC006,MED006,227,52,365
2026-05-05,PHC006,MED006,217,52,365
2026-05-06,PHC006,MED006,202,52,365
2026-05-07,PHC006,MED006,193,52,365
2026-05-08,PHC006,MED006,179,52,365
2026-05-09,PHC006,MED006,167,52,365
2026-05-10,PHC006,MED006,161,52,365
2026-05-11,PHC006,MED006,147,52,365
2026-05-12,PHC006,MED006,136,52,365
2026-05-13,PHC006,MED006,125,52,365
2026-05-14,PHC006,MED006,118,52,365
2026-05-15,PHC006,MED006,110,52,365
2026-05-16,PHC006,MED006,101,52,365
2026-05-17,PHC006,MED006,93,52,365
2026-05-18,PHC006,MED006,82,52,365
2026-05-19,PHC006,MED006,68,52,365
2026-05-20,PHC006,MED006,57,52,365
2026-05-21,PHC006,MED006,44,52,365
2026-05-22,PHC006,MED006,36,52,365
2026-05-23,PHC006,MED006,25,52,365
2026-05-24,PHC006,MED006,18,52,365
2026-05-25,PHC006,MED006,3,52,365
2026-05-26,PHC006,MED006,0,52,365
2026-05-27,PHC006,MED006,0,52,365
2026-05-28,PHC006,MED006,311,52,365
2026-05-29,PHC006,MED006,302,52,365
2026-05-30,PHC006,MED006,292,52,365
2026-05-31,PHC006,MED006,285,52,365
2026-06-01,PHC006,MED006,271,52,365
2026-06-02,PHC006,MED006,259,52,365
2026-06-03,PHC006,MED006,250,52,365
2026-06-04,PHC006,MED006,243,52,365
2026-06-05,PHC006,MED006,232,52,365
2026-06-06,PHC006,MED006,222,52,365
2026-06-07,PHC006,MED006,216,52,365
2026-06-08,PHC006,MED006,204,52,365
2026-06-09,PHC006,MED006,197,52,365
2026-06-10,PHC006,MED006,188,52,365
2026-06-11,PHC006,MED006,176,52,365
2026-06-12,PHC006,MED006,167,52,365
2026-06-13,PHC006,MED006,155,52,365
2026-06-14,PHC006,MED006,148,52,365
2026-06-15,PHC006,MED006,135,52,365
2026-06-16,PHC006,MED006,128,52,365
2026-06-17,PHC006,MED006,118,52,365
2026-06-18,PHC006,MED006,109,52,365
2026-06-19,PHC006,MED006,99,52,365
2026-06-20,PHC006,MED006,88,52,365
2026-06-21,PHC006,MED006,82,52,365
2026-06-22,PHC006,MED006,69,52,365
2026-06-23,PHC006,MED006,60,52,365
2026-06-24,PHC006,MED006,53,52,365
2026-06-25,PHC006,MED006,43,52,365
2026-06-26,PHC006,MED006,33,52,365
2026-06-27,PHC006,MED006,22,52,365
2026-06-28,PHC006,MED006,16,52,365
2026-06-29,PHC006,MED006,4,52,365
2026-06-30,PHC006,MED006,0,52,365
2026-07-01,PHC006,MED006,0,52,365
2026-07-02,PHC006,MED006,314,52,365
2026-07-03,PHC006,MED006,305,52,365
2026-07-04,PHC006,MED006,296,52,365
2026-07-05,PHC006,MED006,290,52,365
2026-07-06,PHC006,MED006,281,52,365
2026-07-07,PHC006,MED006,271,52,365
2026-07-08,PHC006,MED006,262,52,365
2026-07-09,PHC006,MED006,252,52,365
2026-07-10,PHC006,MED006,244,52,365
2026-07-11,PHC006,MED006,234,52,365
2026-07-12,PHC006,MED006,227,52,365
2026-07-13,PHC006,MED006,215,52,365
2026-07-14,PHC006,MED006,206,52,365
2026-07-15,PHC006,MED006,197,52,365
2026-07-16,PHC006,MED006,186,52,365
2026-07-17,PHC006,MED006,178,52,365
2026-07-18,PHC006,MED006,173,52,365
2026-07-19,PHC006,MED006,168,52,365
2026-07-20,PHC006,MED006,157,52,365
2026-07-21,PHC006,MED006,148,52,365
2026-07-22,PHC006,MED006,141,52,365
2026-07-23,PHC006,MED006,129,52,365
2026-07-24,PHC006,MED006,121,52,365
2026-07-25,PHC006,MED006,111,52,365
2026-07-26,PHC006,MED006,106,52,365
2026-07-27,PHC006,MED006,97,52,365
2026-07-28,PHC006,MED006,87,52,365
2026-07-29,PHC006,MED006,79,52,365
2026-07-30,PHC006,MED006,68,52,365
2026-07-31,PHC006,MED006,61,52,365
2026-08-01,PHC006,MED006,51,52,365
2026-08-02,PHC006,MED006,46,52,365
2026-08-03,PHC006,MED006,32,52,365
2026-08-04,PHC006,MED006,21,52,365
2026-08-05,PHC006,MED006,16,52,365
2026-08-06,PHC006,MED006,7,52,365
2026-08-07,PHC006,MED006,0,52,365
2026-08-08,PHC006,MED006,303,52,365
2026-08-09,PHC006,MED006,297,52,365
2026-08-10,PHC006,MED006,284,52,365
2026-08-11,PHC006,MED006,274,52,365
2026-08-12,PHC006,MED006,264,52,365
2026-08-13,PHC006,MED006,258,52,365
2026-08-14,PHC006,MED006,248,52,365
2026-08-15,PHC006,MED006,237,52,365
2026-08-16,PHC006,MED006,230,52,365
2026-08-17,PHC006,MED006,217,52,365
2026-08-18,PHC006,MED006,208,52,365
2026-08-19,PHC006,MED006,201,52,365
2026-08-20,PHC006,MED006,193,52,365
2026-08-21,PHC006,MED006,183,52,365
2026-08-22,PHC006,MED006,177,52,365
2026-08-23,PHC006,MED006,171,52,365
2026-08-24,PHC006,MED006,153,52,365
2026-08-25,PHC006,MED006,144,52,365
2026-08-26,PHC006,MED006,132,52,365
2026-08-27,PHC006,MED006,119,52,365
2026-03-01,PHC006,MED007,103,23,162
2026-03-02,PHC006,MED007,98,23,162
2026-03-03,PHC006,MED007,94,23,162
2026-03-04,PHC006,MED007,90,23,162
2026-03-05,PHC006,MED007,85,23,162
2026-03-06,PHC006,MED007,81,23,162
2026-03-07,PHC006,MED007,76,23,162
2026-03-08,PHC006,MED007,74,23,162
2026-03-09,PHC006,MED007,70,23,162
2026-03-10,PHC006,MED007,65,23,162
2026-03-11,PHC006,MED007,59,23,162
2026-03-12,PHC006,MED007,55,23,162
2026-03-13,PHC006,MED007,51,23,162
2026-03-14,PHC006,MED007,47,23,162
2026-03-15,PHC006,MED007,45,23,162
2026-03-16,PHC006,MED007,41,23,162
2026-03-17,PHC006,MED007,37,23,162
2026-03-18,PHC006,MED007,31,23,162
2026-03-19,PHC006,MED007,28,23,162
2026-03-20,PHC006,MED007,23,23,162
2026-03-21,PHC006,MED007,20,23,162
2026-03-22,PHC006,MED007,17,23,162
2026-03-23,PHC006,MED007,149,23,162
2026-03-24,PHC006,MED007,144,23,162
2026-03-25,PHC006,MED007,138,23,162
2026-03-26,PHC006,MED007,133,23,162
2026-03-27,PHC006,MED007,127,23,162
2026-03-28,PHC006,MED007,123,23,162
2026-03-29,PHC006,MED007,120,23,162
2026-03-30,PHC006,MED007,116,23,162
2026-03-31,PHC006,MED007,112,23,162
2026-04-01,PHC006,MED007,107,23,162
2026-04-02,PHC006,MED007,103,23,162
2026-04-03,PHC006,MED007,98,23,162
2026-04-04,PHC006,MED007,94,23,162
2026-04-05,PHC006,MED007,91,23,162
2026-04-06,PHC006,MED007,84,23,162
2026-04-07,PHC006,MED007,80,23,162
2026-04-08,PHC006,MED007,75,23,162
2026-04-09,PHC006,MED007,71,23,162
2026-04-10,PHC006,MED007,67,23,162
2026-04-11,PHC006,MED007,63,23,162
2026-04-12,PHC006,MED007,61,23,162
2026-04-13,PHC006,MED007,55,23,162
2026-04-14,PHC006,MED007,51,23,162
2026-04-15,PHC006,MED007,46,23,162
2026-04-16,PHC006,MED007,42,23,162
2026-04-17,PHC006,MED007,39,23,162
2026-04-18,PHC006,MED007,34,23,162
2026-04-19,PHC006,MED007,30,23,162
2026-04-20,PHC006,MED007,23,23,162
2026-04-21,PHC006,MED007,18,23,162
2026-04-22,PHC006,MED007,12,23,162
2026-04-23,PHC006,MED007,146,23,162
2026-04-24,PHC006,MED007,143,23,162
2026-04-25,PHC006,MED007,139,23,162
2026-04-26,PHC006,MED007,136,23,162
2026-04-27,PHC006,MED007,132,23,162
2026-04-28,PHC006,MED007,128,23,162
2026-04-29,PHC006,MED007,124,23,162
2026-04-30,PHC006,MED007,120,23,162
2026-05-01,PHC006,MED007,115,23,162
2026-05-02,PHC006,MED007,110,23,162
2026-05-03,PHC006,MED007,107,23,162
2026-05-04,PHC006,MED007,100,23,162
2026-05-05,PHC006,MED007,96,23,162
2026-05-06,PHC006,MED007,91,23,162
2026-05-07,PHC006,MED007,87,23,162
2026-05-08,PHC006,MED007,82,23,162
2026-05-09,PHC006,MED007,77,23,162
2026-05-10,PHC006,MED007,74,23,162
2026-05-11,PHC006,MED007,68,23,162
2026-05-12,PHC006,MED007,62,23,162
2026-05-13,PHC006,MED007,57,23,162
2026-05-14,PHC006,MED007,53,23,162
2026-05-15,PHC006,MED007,48,23,162
2026-05-16,PHC006,MED007,45,23,162
2026-05-17,PHC006,MED007,43,23,162
2026-05-18,PHC006,MED007,36,23,162
2026-05-19,PHC006,MED007,32,23,162
2026-05-20,PHC006,MED007,27,23,162
2026-05-21,PHC006,MED007,22,23,162
2026-05-22,PHC006,MED007,18,23,162
2026-05-23,PHC006,MED007,13,23,162
2026-05-24,PHC006,MED007,150,23,162
2026-05-25,PHC006,MED007,145,23,162
2026-05-26,PHC006,MED007,141,23,162
2026-05-27,PHC006,MED007,136,23,162
2026-05-28,PHC006,MED007,131,23,162
2026-05-29,PHC006,MED007,127,23,162
2026-05-30,PHC006,MED007,122,23,162
2026-05-31,PHC006,MED007,120,23,162
2026-06-01,PHC006,MED007,114,23,162
2026-06-02,PHC006,MED007,109,23,162
2026-06-03,PHC006,MED007,106,23,162
2026-06-04,PHC006,MED007,101,23,162
2026-06-05,PHC006,MED007,98,23,162
2026-06-06,PHC006,MED007,94,23,162
2026-06-07,PHC006,MED007,91,23,162
2026-06-08,PHC006,MED007,84,23,162
2026-06-09,PHC006,MED007,80,23,162
2026-06-10,PHC006,MED007,76,23,162
2026-06-11,PHC006,MED007,72,23,162
2026-06-12,PHC006,MED007,69,23,162
2026-06-13,PHC006,MED007,64,23,162
2026-06-14,PHC006,MED007,62,23,162
2026-06-15,PHC006,MED007,57,23,162
2026-06-16,PHC006,MED007,52,23,162
2026-06-17,PHC006,MED007,49,23,162
2026-06-18,PHC006,MED007,46,23,162
2026-06-19,PHC006,MED007,42,23,162
2026-06-20,PHC006,MED007,39,23,162
2026-06-21,PHC006,MED007,37,23,162
2026-06-22,PHC006,MED007,34,23,162
2026-06-23,PHC006,MED007,30,23,162
2026-06-24,PHC006,MED007,27,23,162
2026-06-25,PHC006,MED007,23,23,162
2026-06-26,PHC006,MED007,19,23,162
2026-06-27,PHC006,MED007,15,23,162
2026-06-28,PHC006,MED007,152,23,162
2026-06-29,PHC006,MED007,147,23,162
2026-06-30,PHC006,MED007,145,23,162
2026-07-01,PHC006,MED007,142,23,162
2026-07-02,PHC006,MED007,138,23,162
2026-07-03,PHC006,MED007,135,23,162
2026-07-04,PHC006,MED007,132,23,162
2026-07-05,PHC006,MED007,130,23,162
2026-07-06,PHC006,MED007,125,23,162
2026-07-07,PHC006,MED007,121,23,162
2026-07-08,PHC006,MED007,117,23,162
2026-07-09,PHC006,MED007,114,23,162
2026-07-10,PHC006,MED007,110,23,162
2026-07-11,PHC006,MED007,106,23,162
2026-07-12,PHC006,MED007,103,23,162
2026-07-13,PHC006,MED007,98,23,162
2026-07-14,PHC006,MED007,95,23,162
2026-07-15,PHC006,MED007,92,23,162
2026-07-16,PHC006,MED007,89,23,162
2026-07-17,PHC006,MED007,86,23,162
2026-07-18,PHC006,MED007,83,23,162
2026-07-19,PHC006,MED007,80,23,162
2026-07-20,PHC006,MED007,75,23,162
2026-07-21,PHC006,MED007,71,23,162
2026-07-22,PHC006,MED007,68,23,162
2026-07-23,PHC006,MED007,63,23,162
2026-07-24,PHC006,MED007,60,23,162
2026-07-25,PHC006,MED007,57,23,162
2026-07-26,PHC006,MED007,55,23,162
2026-07-27,PHC006,MED007,50,23,162
2026-07-28,PHC006,MED007,47,23,162
2026-07-29,PHC006,MED007,43,23,162
2026-07-30,PHC006,MED007,40,23,162
2026-07-31,PHC006,MED007,36,23,162
2026-08-01,PHC006,MED007,33,23,162
2026-08-02,PHC006,MED007,30,23,162
2026-08-03,PHC006,MED007,24,23,162
2026-08-04,PHC006,MED007,20,23,162
2026-08-05,PHC006,MED007,17,23,162
2026-08-06,PHC006,MED007,13,23,162
2026-08-07,PHC006,MED007,152,23,162
2026-08-08,PHC006,MED007,147,23,162
2026-08-09,PHC006,MED007,144,23,162
2026-08-10,PHC006,MED007,137,23,162
2026-08-11,PHC006,MED007,133,23,162
2026-08-12,PHC006,MED007,128,23,162
2026-08-13,PHC006,MED007,124,23,162
2026-08-14,PHC006,MED007,120,23,162
2026-08-15,PHC006,MED007,115,23,162
2026-08-16,PHC006,MED007,113,23,162
2026-08-17,PHC006,MED007,108,23,162
2026-08-18,PHC006,MED007,105,23,162
2026-08-19,PHC006,MED007,101,23,162
2026-08-20,PHC006,MED007,97,23,162
2026-08-21,PHC006,MED007,91,23,162
2026-08-22,PHC006,MED007,87,23,162
2026-08-23,PHC006,MED007,84,23,162
2026-08-24,PHC006,MED007,79,23,162
2026-08-25,PHC006,MED007,77,23,162
2026-08-26,PHC006,MED007,73,23,162
2026-08-27,PHC006,MED007,69,23,162
2026-03-01,PHC006,MED008,136,29,203
2026-03-02,PHC006,MED008,130,29,203
2026-03-03,PHC006,MED008,125,29,203
2026-03-04,PHC006,MED008,120,29,203
2026-03-05,PHC006,MED008,115,29,203
2026-03-06,PHC006,MED008,108,29,203
2026-03-07,PHC006,MED008,102,29,203
2026-03-08,PHC006,MED008,98,29,203
2026-03-09,PHC006,MED008,93,29,203
2026-03-10,PHC006,MED008,87,29,203
2026-03-11,PHC006,MED008,80,29,203
2026-03-12,PHC006,MED008,75,29,203
2026-03-13,PHC006,MED008,69,29,203
2026-03-14,PHC006,MED008,64,29,203
2026-03-15,PHC006,MED008,61,29,203
2026-03-16,PHC006,MED008,54,29,203
2026-03-17,PHC006,MED008,47,29,203
2026-03-18,PHC006,MED008,40,29,203
2026-03-19,PHC006,MED008,36,29,203
2026-03-20,PHC006,MED008,31,29,203
2026-03-21,PHC006,MED008,25,29,203
2026-03-22,PHC006,MED008,23,29,203
2026-03-23,PHC006,MED008,16,29,203
2026-03-24,PHC006,MED008,10,29,203
2026-03-25,PHC006,MED008,5,29,203
2026-03-26,PHC006,MED008,179,29,203
2026-03-27,PHC006,MED008,174,29,203
2026-03-28,PHC006,MED008,170,29,203
2026-03-29,PHC006,MED008,166,29,203
2026-03-30,PHC006,MED008,160,29,203
2026-03-31,PHC006,MED008,155,29,203
2026-04-01,PHC006,MED008,150,29,203
2026-04-02,PHC006,MED008,143,29,203
2026-04-03,PHC006,MED008,138,29,203
2026-04-04,PHC006,MED008,131,29,203
2026-04-05,PHC006,MED008,127,29,203
2026-04-06,PHC006,MED008,118,29,203
2026-04-07,PHC006,MED008,114,29,203
2026-04-08,PHC006,MED008,106,29,203
2026-04-09,PHC006,MED008,99,29,203
2026-04-10,PHC006,MED008,93,29,203
2026-04-11,PHC006,MED008,87,29,203
2026-04-12,PHC006,MED008,83,29,203
2026-04-13,PHC006,MED008,77,29,203
2026-04-14,PHC006,MED008,72,29,203
2026-04-15,PHC006,MED008,66,29,203
2026-04-16,PHC006,MED008,59,29,203
2026-04-17,PHC006,MED008,51,29,203
2026-04-18,PHC006,MED008,46,29,203
2026-04-19,PHC006,MED008,42,29,203
2026-04-20,PHC006,MED008,33,29,203
2026-04-21,PHC006,MED008,26,29,203
2026-04-22,PHC006,MED008,21,29,203
2026-04-23,PHC006,MED008,15,29,203
2026-04-24,PHC006,MED008,10,29,203
2026-04-25,PHC006,MED008,3,29,203
2026-04-26,PHC006,MED008,177,29,203
2026-04-27,PHC006,MED008,170,29,203
2026-04-28,PHC006,MED008,165,29,203
2026-04-29,PHC006,MED008,160,29,203
2026-04-30,PHC006,MED008,156,29,203
2026-05-01,PHC006,MED008,150,29,203
2026-05-02,PHC006,MED008,145,29,203
2026-05-03,PHC006,MED008,141,29,203
2026-05-04,PHC006,MED008,137,29,203
2026-05-05,PHC006,MED008,132,29,203
2026-05-06,PHC006,MED008,126,29,203
2026-05-07,PHC006,MED008,120,29,203
2026-05-08,PHC006,MED008,114,29,203
2026-05-09,PHC006,MED008,106,29,203
2026-05-10,PHC006,MED008,103,29,203
2026-05-11,PHC006,MED008,95,29,203
2026-05-12,PHC006,MED008,89,29,203
2026-05-13,PHC006,MED008,83,29,203
2026-05-14,PHC006,MED008,79,29,203
2026-05-15,PHC006,MED008,73,29,203
2026-05-16,PHC006,MED008,68,29,203
2026-05-17,PHC006,MED008,64,29,203
2026-05-18,PHC006,MED008,55,29,203
2026-05-19,PHC006,MED008,51,29,203
2026-05-20,PHC006,MED008,44,29,203
2026-05-21,PHC006,MED008,35,29,203
2026-05-22,PHC006,MED008,30,29,203
2026-05-23,PHC006,MED008,22,29,203
2026-05-24,PHC006,MED008,18,29,203
2026-05-25,PHC006,MED008,9,29,203
2026-05-26,PHC006,MED008,4,29,203
2026-05-27,PHC006,MED008,0,29,203
2026-05-28,PHC006,MED008,175,29,203
2026-05-29,PHC006,MED008,170,29,203
2026-05-30,PHC006,MED008,163,29,203
2026-05-31,PHC006,MED008,159,29,203
2026-06-01,PHC006,MED008,152,29,203
2026-06-02,PHC006,MED008,147,29,203
2026-06-03,PHC006,MED008,143,29,203
2026-06-04,PHC006,MED008,138,29,203
2026-06-05,PHC006,MED008,132,29,203
2026-06-06,PHC006,MED008,127,29,203
2026-06-07,PHC006,MED008,123,29,203
2026-06-08,PHC006,MED008,117,29,203
2026-06-09,PHC006,MED008,111,29,203
2026-06-10,PHC006,MED008,105,29,203
2026-06-11,PHC006,MED008,101,29,203
2026-06-12,PHC006,MED008,96,29,203
2026-06-13,PHC006,MED008,89,29,203
2026-06-14,PHC006,MED008,86,29,203
2026-06-15,PHC006,MED008,79,29,203
2026-06-16,PHC006,MED008,73,29,203
2026-06-17,PHC006,MED008,68,29,203
2026-06-18,PHC006,MED008,63,29,203
2026-06-19,PHC006,MED008,58,29,203
2026-06-20,PHC006,MED008,54,29,203
2026-06-21,PHC006,MED008,50,29,203
2026-06-22,PHC006,MED008,43,29,203
2026-06-23,PHC006,MED008,37,29,203
2026-06-24,PHC006,MED008,31,29,203
2026-06-25,PHC006,MED008,25,29,203
2026-06-26,PHC006,MED008,20,29,203
2026-06-27,PHC006,MED008,14,29,203
2026-06-28,PHC006,MED008,10,29,203
2026-06-29,PHC006,MED008,3,29,203
2026-06-30,PHC006,MED008,175,29,203
2026-07-01,PHC006,MED008,170,29,203
2026-07-02,PHC006,MED008,165,29,203
2026-07-03,PHC006,MED008,161,29,203
2026-07-04,PHC006,MED008,157,29,203
2026-07-05,PHC006,MED008,154,29,203
2026-07-06,PHC006,MED008,148,29,203
2026-07-07,PHC006,MED008,142,29,203
2026-07-08,PHC006,MED008,137,29,203
2026-07-09,PHC006,MED008,131,29,203
2026-07-10,PHC006,MED008,127,29,203
2026-07-11,PHC006,MED008,120,29,203
2026-07-12,PHC006,MED008,117,29,203
2026-07-13,PHC006,MED008,111,29,203
2026-07-14,PHC006,MED008,106,29,203
2026-07-15,PHC006,MED008,101,29,203
2026-07-16,PHC006,MED008,96,29,203
2026-07-17,PHC006,MED008,91,29,203
2026-07-18,PHC006,MED008,88,29,203
2026-07-19,PHC006,MED008,85,29,203
2026-07-20,PHC006,MED008,80,29,203
2026-07-21,PHC006,MED008,74,29,203
2026-07-22,PHC006,MED008,69,29,203
2026-07-23,PHC006,MED008,63,29,203
2026-07-24,PHC006,MED008,59,29,203
2026-07-25,PHC006,MED008,54,29,203
2026-07-26,PHC006,MED008,51,29,203
2026-07-27,PHC006,MED008,46,29,203
2026-07-28,PHC006,MED008,42,29,203
2026-07-29,PHC006,MED008,36,29,203
2026-07-30,PHC006,MED008,30,29,203
2026-07-31,PHC006,MED008,27,29,203
2026-08-01,PHC006,MED008,22,29,203
2026-08-02,PHC006,MED008,19,29,203
2026-08-03,PHC006,MED008,13,29,203
2026-08-04,PHC006,MED008,8,29,203
2026-08-05,PHC006,MED008,181,29,203
2026-08-06,PHC006,MED008,176,29,203
2026-08-07,PHC006,MED008,172,29,203
2026-08-08,PHC006,MED008,164,29,203
2026-08-09,PHC006,MED008,161,29,203
2026-08-10,PHC006,MED008,156,29,203
2026-08-11,PHC006,MED008,152,29,203
2026-08-12,PHC006,MED008,146,29,203
2026-08-13,PHC006,MED008,142,29,203
2026-08-14,PHC006,MED008,137,29,203
2026-08-15,PHC006,MED008,131,29,203
2026-08-16,PHC006,MED008,127,29,203
2026-08-17,PHC006,MED008,122,29,203
2026-08-18,PHC006,MED008,118,29,203
2026-08-19,PHC006,MED008,113,29,203
2026-08-20,PHC006,MED008,109,29,203
2026-08-21,PHC006,MED008,104,29,203
2026-08-22,PHC006,MED008,99,29,203
2026-08-23,PHC006,MED008,95,29,203
2026-08-24,PHC006,MED008,86,29,203
2026-08-25,PHC006,MED008,79,29,203
2026-08-26,PHC006,MED008,75,29,203
2026-08-27,PHC006,MED008,69,29,203
2026-03-01,PHC006,MED009,284,63,446
2026-03-02,PHC006,MED009,267,63,446
2026-03-03,PHC006,MED009,257,63,446
2026-03-04,PHC006,MED009,242,63,446
2026-03-05,PHC006,MED009,229,63,446
2026-03-06,PHC006,MED009,215,63,446
2026-03-07,PHC006,MED009,202,63,446
2026-03-08,PHC006,MED009,192,63,446
2026-03-09,PHC006,MED009,182,63,446
2026-03-10,PHC006,MED009,172,63,446
2026-03-11,PHC006,MED009,159,63,446
2026-03-12,PHC006,MED009,145,63,446
2026-03-13,PHC006,MED009,133,63,446
2026-03-14,PHC006,MED009,119,63,446
2026-03-15,PHC006,MED009,111,63,446
2026-03-16,PHC006,MED009,93,63,446
2026-03-17,PHC006,MED009,79,63,446
2026-03-18,PHC006,MED009,66,63,446
2026-03-19,PHC006,MED009,55,63,446
2026-03-20,PHC006,MED009,43,63,446
2026-03-21,PHC006,MED009,28,63,446
2026-03-22,PHC006,MED009,408,63,446
2026-03-23,PHC006,MED009,390,63,446
2026-03-24,PHC006,MED009,378,63,446
2026-03-25,PHC006,MED009,366,63,446
2026-03-26,PHC006,MED009,347,63,446
